,review,score,source
1298,mention huge spoiler loved ending characters three films remaining survivors ferry disaster valentine young judge together old man watching tv solidifying happiness suffering dealt many years,1,IMDb
1299,couldnt think better way end film smile face great way wrap amazing film trilogy,1,IMDb
1300,recommend everyone loves film movies anythinga work art,1,IMDb
1301,movie trilogy,1,IMDb
1302,literally vomited watching film,0,IMDb
1303,think one people found another one roths pearls,1,IMDb
1304,performance awarded stunning,1,IMDb
1305,story told eloquently francis ford coppola years earlier really unfolds gradually leaves room characters develop,1,IMDb
1306,wonderful location lies story contrast,1,IMDb
1307,beautiful directed film nicolas roeg wih sublime cast,1,IMDb
1308,im translating movies living first movie year working experience found offensive intelligence,0,IMDb
1309,someone strives greatness poetry delivers muddled often ridiculous story bunch disparate scenes pretentious dialogue get worst kind movie reviewer accurately defined pretentious crap,0,IMDb
1310,find movie intelligent even masterful say intelligence imagination obviously used try make sense pitiful attempt human nature try make sense things,0,IMDb
1311,one thing tolerate political incorrectness well im artistic freedom suspension disbelief slavic female character much,0,IMDb
1312,fun funny movie,1,IMDb
1313,highly entertaining angles,1,IMDb
1314,features outlandish array memorable psychotic lovable nuts,1,IMDb
1315,enjoyment get see run around play games dangerous,1,IMDb
1316,even sweet moments,1,IMDb
1317,telephone repair man really funny reactions nuts bitchy boss truly genuine,1,IMDb
1318,characters film tremendously well played,1,IMDb
1319,really find funny,1,IMDb
1320,actually smart movie,1,IMDb
1321,brilliant twist ending,1,IMDb
1322,love,1,IMDb
1323,ending perfect youll shed tear,1,IMDb
1324,thrilled seeing movie like,1,IMDb
1325,never forget,1,IMDb
1326,cult cult classic,1,IMDb
1327,depth character man underneath,0,IMDb
1328,malta settings dry barren dialogue,0,IMDb
1329,movie terrible,0,IMDb
1330,hockey scenes terrible defensemen playing like theyre years old goalies diving shots feet wide net etc,0,IMDb
1331,havent seen dont waste time,0,IMDb
1332,call movie drama ridiculous,0,IMDb
1333,started watching didnt believe characters,0,IMDb
1334,particular relationship bakery assistant waitress didnt work,0,IMDb
1335,superficial movie gave feeling watching play rather film,0,IMDb
1336,characters stagey storyline lot like stage farce,0,IMDb
1337,time pyromaniac waylaid assistant bored didnt care happened next switched,0,IMDb
1338,glad didnt pay see,0,IMDb
1339,didnt laugh even smile,0,IMDb
1340,wasnt anything one big yawn,0,IMDb
1341,really good show watch,1,IMDb
1342,educational children years old,1,IMDb
1343,barney definitely super de duper,1,IMDb
1344,pretty funny,1,IMDb
1345,babie bop cute,1,IMDb
1346,kids cool,1,IMDb
1347,storm trooper even bad enough make list wonderfully terrible movies,0,IMDb
1348,lame,0,IMDb
1349,guy said hes better dialogue potted plants right,0,IMDb
1350,everything movie stupid,0,IMDb
1351,even love bad movies watch movie,0,IMDb
1352,shameful,0,IMDb
1353,would give television series plus could,1,IMDb
1354,writers smack think best actors actresses bonus showthese characters real,1,IMDb
1355,must say taped episodes find watching,1,IMDb
1356,know gave,1,IMDb
1357,dont know exactly movie latched endearing movie become special part familys memories,1,IMDb
1358,totally absolutely recommend movie anyone likes good wholesome family movies exactly,1,IMDb
1359,things four kids get absolutely hilarious watch,1,IMDb
1360,one best movies shows strong sibling bond,1,IMDb
1361,much interesting action suspense less unneeded controversy,1,IMDb
1362,everything acting cinematography solid,1,IMDb
1363,definitely worth checking,1,IMDb
1364,damian talented versatile many ways writing portraying different characters screen,1,IMDb
1365,movie cutting edge,1,IMDb
1366,pleased know modern day genius letting passion art drive taking us audience,1,IMDb
1367,new characters werent memorable found forgetting,0,IMDb
1368,felt though going ireland absolutely nothing whatsoever,0,IMDb
1369,didnt make scared horrified make sympathetic towards characters simply annoying,0,IMDb
1370,jerky camera movements also annoying,0,IMDb
1371,plot pretty much every cheap horror,0,IMDb
1372,pathetic attempts give characters depth didnt really work rest plot,0,IMDb
1373,guess supposed clever twist shed light situation stupid,0,IMDb
1374,see probably leave shelf,0,IMDb
1375,elias koteasjack palance play good roles angelina hot gets nakedbilly drago appears cool usual cameo sven ole thorsen helps make enjoyable movie good acting decent budget,1,IMDb
1376,awesome movie bought ebay,1,IMDb
1377,really loved story line poler bear kinda cutebut anyone question fort steele ask away,1,IMDb
1378,totally unfunny movie top pathetic unrealistic throughout whole minutes utter torture probably looked watch times,0,IMDb
1379,lucy bell much higher crap sink low quite depressing,0,IMDb
1380,movie make sick watching slackers make excuses stupid actions minutes,0,IMDb
1381,god never get minutes back,0,IMDb
1382,think wonderful parts literally full wonder excerpts works,1,IMDb
1383,sets especially designed work camera amazingstylized beautiful effective,1,IMDb
1384,could used exemplars set designer,1,IMDb
1385,stories powerful explorations nature man art,1,IMDb
1386,watching film wanted learn works artist,1,IMDb
1387,highly recommend movie anyone interested art poetry theater politics japanese history,1,IMDb
1388,wind lion see wonderful rendering americas imperial age,1,IMDb
1389,makes story different terrific production values faultless photography composition editing terrific casting underappreciated brian keith playing bully teddy vivid history,1,IMDb
1390,though wind lion told largely eyes son every member family identify one characters whether sean connerys noble brigand candace bergens feisty heroine john hustons wily john hay steve kanalys spiffy radiant ruthless cando lieutenant roosevelts big stick,1,IMDb
1391,high adventure best,1,IMDb
1392,think robert ryans best film portrayed someone like father schizophrenic real lifemy father although never murdered anyone affected second world war made worse,1,IMDb
1393,humour get get day apt,1,IMDb
1394,mother brother thiswhen saw robert ryan portraying type man good imitation type individual impressed,1,IMDb
1395,almost songs cover girl oldfashioned tuneful,0,IMDb
1396,annoying thing cover girl way rita hayworth put pedestal,0,IMDb
1397,unfortunately cover girl example hollywood used exploit women financial gain,0,IMDb
1398,nonlinear narration thus many flashbacks every part articulated quite well,1,IMDb
1399,good cinematography also makes monica bellucci look beautiful,1,IMDb
1400,good commentary todays love undoubtedly film worth seeing,1,IMDb
1401,people first timers film making think excellent job,1,IMDb
1402,popular cinema good house good reactions plenty laughs,1,IMDb
1403,feelgood film thats felt came cinema,1,IMDb
1404,northern humour positive community represents,1,IMDb
1405,rather enjoyed,1,IMDb
1406,liked,1,IMDb
1407,couldnt take seriously,0,IMDb
1408,really created unique feeling though,1,IMDb
1409,vivian schilling excellent job script,1,IMDb
1410,world better garbage theatres today,1,IMDb
1411,role played well,1,IMDb
1412,screamy masculine right,1,IMDb
1413,camera really likes movie,1,IMDb
1414,would casted role ready script,1,IMDb
1415,european movie nice throwback time student experiences living abroad interacting nationalities although circumstances slightly different,1,IMDb
1416,fan movie sucked really bad,0,IMDb
1417,even worse ticker,0,IMDb
1418,movie bad,0,IMDb
1419,like buildings used couple locations maybe poor hummh,0,IMDb
1420,blew,0,IMDb
1421,movie excellentangel beautiful scamp adorablehis little yelps hes scaredand funniest parts whenscamp caught curtain angel scamp singing ive never feeling beforei totally recommend movieits coming special edition june cover scamp garbage angel underneath lid,1,IMDb
1422,cant explain movie romanticcharminghilariousand adorablethe junkyard scenes funnyall junkyard dogs something specialtoo funny laughedkids love itbuy comes outit new features,1,IMDb
1423,chosen tortured disgusting piece blatant american propaganda,0,IMDb
1424,show made americans stupid full hatred clichs admitted elsewhere,0,IMDb
1425,almost everyone involved must return school acting utterly predictable bad script pile garbage round,0,IMDb
1426,wish could enter negative values admins,0,IMDb
1427,sets bad wouldnt look place thunderbirds episode,0,IMDb
1428,use slowmotion needlessly repeats throughout movie well backed bad acting bad kind word continuity scenes thrown reason whatsoever vehicles looked like made corn flakes box directorial style bordered stupidity,0,IMDb
1429,oh yeah storyline pathetic,0,IMDb
1430,hate writing bad reviews films especially really like star film bad dont believe one second anyone could proud,0,IMDb
1431,filmmaker director would hide head sand id spent whatever amount money time movie,0,IMDb
1432,short monumental waste time energy would recommend anyone ever see film,0,IMDb
1433,came free dvd player bought still turned thing halfway embarrassed howell,0,IMDb
1434,setting,0,IMDb
1435,interesting premise billy drago always good dangerous nutbag side note id love see drago stephen mchattie lance hendrikson flick together talk raging cheekbones,1,IMDb
1436,soundtrack wasnt terrible either,1,IMDb
1437,actingeven professionals drago debbie rochonwas terrible directing worse perhaps contributory former dialog chimplike camera work barely tolerable,0,IMDb
1438,still sets got big oyvey scale,1,IMDb
1439,yes simplifying things sake brevity really core problems film much going without real fulfilling explanation,0,IMDb
1440,good jobs quite amusing,1,IMDb
1441,convoluted plot didnt convince much film watched weird questioning glance,0,IMDb
1442,let girlfriend talk seeing bad idea hated,0,IMDb
1443,last minutes movie also bad well,1,IMDb
1444,bela lugosi totally extraneous intoning odd lines,0,IMDb
1445,acting decidely wooden though worse period universal b movie,0,IMDb
1446,like armand assante cable companys summary sounded interesting watched twice already probably,1,IMDb
1447,believe screenwriter good job tying loose ends,1,IMDb
1448,score mostly plot,1,IMDb
1449,wont say dont like spoilers dont want one believe film worth time,1,IMDb
1450,wow bad film,0,IMDb
1451,frightening least barely comprehensible,0,IMDb
1452,plot doesnt hang together acting absolutely appalling,0,IMDb
1453,even good camp value,0,IMDb
1454,wasnt expecting oscar material,0,IMDb
1455,youd iq particularly stupid mollusk see one coming,0,IMDb
1456,film use word loosely insult moviegoing public,0,IMDb
1457,someone involved knew string together narrative,0,IMDb
1458,gets simply theres nothing lower,0,IMDb
1459,one watched recently fox movie channel disappointed,0,IMDb
1460,know contract player little control scripts acting bad script,0,IMDb
1461,victor mclaglen even bad brian donlevy almost unrecognizable,0,IMDb
1462,considering relations screen taylor stanwyck surprising little chemistry screen two,0,IMDb
1463,premise film ridiculous president us,0,IMDb
1464,death row scenes entirely unmoving,0,IMDb
1465,thing worse taylors acting stanwycks singing,0,IMDb
1466,whatever producer going missed entirely,0,IMDb
1467,deeply impressed character played,1,IMDb
1468,knew saw film great things come gifted actor,1,IMDb
1469,cheap cheerless heist movie poor characterisation lots underbite style stoic emoting think chow yun fat better tomorrow cheesy clichs thrown abandoned factory ready poorly executed flying judo rolls la john woo,0,IMDb
1470,even squibs look awful,0,IMDb
1471,point proceedings look remotely like america,0,IMDb
1472,plot derivative predictable ending like mercy killing,0,IMDb
1473,awful dialogue hopeless overacting everyone gets shot top real waste space time,0,IMDb
1474,uneasy bad movie scared,0,IMDb
1475,dialogue composed things make little sense,0,IMDb
1476,minutes footage wasted show mediocre elderly actors awkwardly babbling overwrought pseudosatanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may made words,0,IMDb
1477,directing sloppy best,0,IMDb
1478,hackneyed writing certainly made even worse bad directing,0,IMDb
1479,course acting blah,0,IMDb
1480,acting whole cast could put scale balanced perfectly overacting underacting,0,IMDb
1481,finally get ending wouldve great handled competent people jerry falwell,0,IMDb
1482,loved movie great portrayal family share ups end knew special love,1,IMDb
1483,seen many movies starring jaclyn smith god one best though came years ago,1,IMDb
1484,movie contained allstar cast loved opened eyes see actors havent seen,1,IMDb
1485,movie kind long length enjoyed every minute,1,IMDb
1486,overall rate movie scale,1,IMDb
1487,lifetime air enough anyone knows store sells let know musthave,1,IMDb
1488,particularly remember senses assaulted strident cords music would blare little warning even less meaning,0,IMDb
1489,sort pap screened afternoon punish unemployed jobs,0,IMDb
1490,totally different loads understatement black comedy film get see remember,1,IMDb
1491,movie creates universe fascinating every way,1,IMDb
1492,movie really got,1,IMDb
1493,see,1,IMDb
1494,really hope team behind movie makes movies continue kinda weird style,1,IMDb
1495,forgot casting superb trond fausa aurvg perfect role bothersome man doesnt understand,1,IMDb
1496,movie good humorous comment life,1,IMDb
1497,found move beautiful enjoyable uplifting,1,IMDb
1498,initially local sites film filmed buffalo intrigued,1,IMDb
1499,later found lost power film,1,IMDb
1500,entire audience applauded conclusion film,1,IMDb
1501,left theater lilt step joy heart hope human race,1,IMDb
1502,duris wholesome appearance gives fine performance,1,IMDb
1503,rest cast also play well,1,IMDb
1504,cinematography noteworthy including fine views barcelona famed gaudi towers,1,IMDb
1505,ten minutes film started second thoughts,0,IMDb
1506,half way film started dislike,0,IMDb
1507,time film ended disliked despised,0,IMDb
1508,film lacks convincing script,0,IMDb
1509,script looks rough draft written shooting began finished script completed,0,IMDb
1510,things happen characters personalities change plot twists occur real reason script calls,0,IMDb
1511,cast good,1,IMDb
1512,worth checking,1,IMDb
1513,probably irritating show ever seen entire life,0,IMDb
1514,indescribably annoying idiotic show ever seen,0,IMDb
1515,everything bad,0,IMDb
1516,could understand kind idiot would produce mess first place mention several season,0,IMDb
1517,script bad bad contains cheesiness unethical joke normally see rated r nc movie,0,IMDb
1518,casting also horrible cause see really really bad actors period,0,IMDb
1519,final word show real torture,0,IMDb
1520,zillion times away reality,0,IMDb
1521,watching washing machine twirling around wouldnt hurt eyes much show,0,IMDb
1522,rating grade z note show bad even mother cast pull daughter show,0,IMDb
1523,th century foxs road house quite silly noir implausible unmitigated bore movie,0,IMDb
1524,full unconvincing cardboard characters blandly written edward chodorov also produced surprisingly directed jean negulesco one would expect great deal,0,IMDb
1525,widmark character turns unintentionally comical,0,IMDb
1526,losing marbles early proceedings totally implausible unconvincing,0,IMDb
1527,isnt enough mess movie picture also marred constant use studio sets indoor exteriors,0,IMDb
1528,whatever prompted documentary beyond,0,IMDb
1529,serious spoilers movie huge disappointment,0,IMDb
1530,many problems dont know start,0,IMDb
1531,cast great,1,IMDb
1532,steve martin delivers really funny performance middleaged upper class uptight white guy,1,IMDb
1533,add betty white jean smart great cast everyone played parts really well,1,IMDb
1534,movie makes lot serious mistakes,0,IMDb
1535,first enough racial stereotypes racial jokes offend everyone,0,IMDb
1536,movie littered overt racial slurs towards black cast members return whites depicted morons boobs,0,IMDb
1537,putting race card aside lets look major flaw film destroy latifas character,0,IMDb
1538,real plot,0,IMDb
1539,wouldnt see movie free,0,IMDb
1540,steamboat willie amazingly important film cinema history,1,IMDb
1541,second appearance mickey mouse following silent plane crazy earlier year probably famous filmmostly groundbreaking,1,IMDb
1542,dont yet hear mickey speak tons sound effects music throughout filmsomething take granted huge crowd pleaser,1,IMDb
1543,however seeing short years amazed timeless film actually,1,IMDb
1544,adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way,1,IMDb
1545,clever real crowdpleaserthis film still ranks among mickeys best films even wonderful years,1,IMDb
1546,bipolarity ruthless thug one minute ruthless killer next minute luvs diaper commercial completely unconvincing,0,IMDb
1547,im terribly disappointed film would receive many awards accolades especially far deserving works film,0,IMDb
1548,original body soul masterpiece,1,IMDb
1549,john garfield ann revere lilli plmer william conrad canada leeand filmed one greatest cinematographers ever grace screenjames wong howe,1,IMDb
1550,dont think redeeming qualities remake,0,IMDb
1551,may bad film ever made,0,IMDb
1552,badwellits bad,0,IMDb
1553,movie solid example bad plot bad idea way,0,IMDb
1554,shame see good actors like thomerson james make living mess like,0,IMDb
1555,thought bad,0,IMDb
1556,films terrible credit version watchable,0,IMDb
1557,lets start problemsthe acting especially lead professor bad,0,IMDb
1558,script big flawed mess,0,IMDb
1559,best example dumb writing established turn zombiestudents back humans removing necklace containing piece meteorite,0,IMDb
1560,director paul matthews also wrotedirected weak monster movie grim clearly doesnt know pace films,0,IMDb
1561,movie terribly boring places,0,IMDb
1562,lighting awful,0,IMDb
1563,film looks cheap bland,0,IMDb
1564,one disappointing aspects lack notable gore,0,IMDb
1565,convention never worked well past certainly doesnt work,0,IMDb
1566,visual effects awful,0,IMDb
1567,cg opening sequence space looked like could created microsoft slideshow gods sake,0,IMDb
1568,explosion gas tanks end awful,0,IMDb
1569,okay like consider fair critic ill give credit credits duethe creature effects actually pretty cool,1,IMDb
1570,gotta love closeups slimy drooling teeth,1,IMDb
1571,sum film breeders terrible cheaply made horror movie avoided like ebola virus,0,IMDb
1572,recommended,0,IMDb
1573,almost unbearable watch screen little charisma terrible comedic timing,0,IMDb
1574,aside terrible lead film loads debits,0,IMDb
1575,understand supposed cheap popcorn comedy doesnt mean completely insult intelligence writing incredibly hackneyed borders offensive,0,IMDb
1576,lewis blacks considerable talent wasted incendiary unrestrained pg rating certainly wont allow,0,IMDb
1577,films sole bright spot jonah hill look almost unrecognizable fans recent superbad due amount weight lost interim,1,IMDb
1578,originality freshness first movie spent remake little else offer,0,IMDb
1579,budget evidently limited,0,IMDb
1580,reflected cast also belowpar script borrowed much earlier classic,0,IMDb
1581,however decent acting action location work balance things,0,IMDb
1582,filmiing less expansive,0,IMDb
1583,failed convey broad sweep landscapes great part original,0,IMDb
1584,generally lacked imagination,0,IMDb
1585,recommended,0,IMDb
1586,possible movie get worse,0,IMDb
1587,plot keep going first place,0,IMDb
1588,even women finally show sign improvement expected things happen time film might far asleep,0,IMDb
1589,beware trashy cult movie trash period,0,IMDb
1590,cant believe theres even sequel,0,IMDb
1591,precisely giving bad review,0,IMDb
1592,child truly enjoyed show proudly say enjoyed big time even classical wb cartoons,1,IMDb
1593,tiny toons kept vibe delivered one popular funny underrated cartoons ever created,1,IMDb
1594,memories murky say enjoyed every single episode product related show,1,IMDb
1595,easily none cartoon made laugh tender way getting dark sitcoms oriented teenagers,1,IMDb
1596,characters funny peculiarity true lead character,1,IMDb
1597,every single character hilarious deserved called lead,1,IMDb
1598,every element story top excessively phony contrived painful sit,0,IMDb
1599,lines seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk,0,IMDb
1600,perabo nice energy level obviously comfortable front camera,1,IMDb
1601,simply excuse something poorly done,0,IMDb
1602,saw movie thought stupid movie,0,IMDb
1603,even stupid thought idea volcano los angeles,0,IMDb
1604,honest unbelievable nonsense foolish,0,IMDb
1605,conclusion bother movie volcano los angeles nothing nonsense,0,IMDb
1606,story line awful,0,IMDb
1607,painful,0,IMDb
1608,accents absolutely abysmal,0,IMDb
1609,theres also enough hypocrisy film make vomit,0,IMDb
1610,dont waste time watching rubbish nonresearched film,0,IMDb
1611,believe pitch black done well,1,IMDb
1612,characters interesting want find longer movie goes think people surprised doesnt make,1,IMDb
1613,go watch,1,IMDb
1614,omit watching,0,IMDb
1615,funny,1,IMDb
1616,rating,0,IMDb
1617,characters interesting really care,1,IMDb
1618,instant classic great soundtrack catchy song ending credits,1,IMDb
1619,dont miss,1,IMDb
1620,masterful piece filmmaking many themes simmering occasionally boiling warts study poets bohemian selfindulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism selfsacrifice,1,IMDb
1621,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention,1,IMDb
1622,exquisite visual composition moment inventive elegant use closeup camera angle lighting including pointillistic faux home movie footage wonder joy behold,1,IMDb
1623,continuously beautiful look bertolucci relationships convincing narrative engaging masters work,1,IMDb
1624,basic premise wasted since sidelined inexplicable focus documentary crew,0,IMDb
1625,regardless film fails levels,0,IMDb
1626,avoid costs,0,IMDb
1627,saw film christmas great film,1,IMDb
1628,thought errol flynn brilliant custer since become favourite actor,1,IMDb
1629,acting alongside olivia de havilland brilliant ending fantastic,1,IMDb
1630,always known errol flynn brilliant actor dads favourite actor grew watching films child,1,IMDb
1631,wasnt watched film realised great actually,1,IMDb
1632,ill give film,1,IMDb
1633,know jim oconnor energetic nobody could much george well dull,0,IMDb
1634,really didnt seem want hosting voiceovers monotonous didnt get involved guests,0,IMDb
1635,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists,1,IMDb
1636,jimmy stewart ever great hero hitchcock story rips along cool climax embassy function lacks brooding menace hitchcocks black white lowbudget original,1,IMDb
1637,nevertheless yet another wonderful film great masters stable,1,IMDb
1638,say film excellently produced tops ratings typical sci fi film,1,IMDb
1639,excellently produced one scifis best producers scot vandiver,1,IMDb
1640,entertaining nonetheless,1,IMDb
1641,campy sort film thats joy watch,1,IMDb
1642,theres barely boring moment film plenty humorous parts,1,IMDb
1643,cast always entertaining usual,1,IMDb
1644,overall delight,1,IMDb
1645,movie mindbendingly awful couldnt even created,0,IMDb
1646,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,0,IMDb
1647,least said acting better,0,IMDb
1648,movie excellent job revealing complexity task incredible challenges facing south africa,1,IMDb
1649,believe every one see movie think people outside south africa understand past attempted truth reconciliation process,1,IMDb
1650,nothing short magnificent photographycinematography film,1,IMDb
1651,acting fantastic stories seamlessly woven together dogs splendid must rent view see,1,IMDb
1652,dont afraid subtitles worth little aversion therapy,1,IMDb
1653,excellent performance,1,IMDb
1654,still good actors around,1,IMDb
1655,also great directing photography,1,IMDb
1656,true shakespear must shakespear fans,1,IMDb
1657,macbeth jason connery moved tears final monolog brief candle outhe gave sphere moral decay dark forces human face makes interesting,1,IMDb
1658,helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl deadly taste blood evil,1,IMDb
1659,love death decay shakespears lyrics one,1,IMDb
1660,witty delightful adaptation dr seuss book brilliantly animated upas finest thoroughly deserving academy award,1,IMDb
1661,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon,1,IMDb
1662,however paul schrader indeed made film mishima superb complex,1,IMDb
1663,also notable john baileys fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppolas dracula received well deserved oscar,1,IMDb
1664,even allowing poor production values time format kind miniseries baaaaaad,0,IMDb
1665,unless youre visually collect extant films austens work skip one,0,IMDb
1666,watch however small consolations actresses playing annes sisters wonderful job roles,1,IMDb
1667,good,0,IMDb
1668,speaking music unbearably predictably kitchy,0,IMDb
1669,film dropped ball,0,IMDb
1670,stunning movie,1,IMDb
1671,raw sublimely moving,1,IMDb
1672,felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyones terror white lie escalating monstrous consequences,1,IMDb
1673,main players mesmerising,1,IMDb
1674,tom wilkinson broke heart end everyone elses judging amount fumbling hankies hands going faces among males females alike,1,IMDb
1675,julian fellowes triumphed,1,IMDb
1676,hes national treasure,1,IMDb
1677,go see,1,IMDb
1678,excellent film,1,IMDb
1679,aerial scenes welldone,1,IMDb
1680,also right balance war love,1,IMDb
1681,film gives meaning phrase never history human conflict much owed many,1,IMDb
1682,kris kristoffersen good movie really makes difference,1,IMDb
1683,good film great director,1,IMDb
1684,definitely one better documentaries seen looking family relationships marriage,1,IMDb
1685,many continuity errors one user commented different cars garage joes glassesthe one got fact joes facial hair configuration seemed change scene scene,0,IMDb
1686,great movie,1,IMDb
1687,stars,1,IMDb
1688,cant see movie inspiration anyone come overcome fear rejection,0,IMDb
1689,bad actually worth seeing reason,0,IMDb
1690,punishment park brilliant piece cinema,1,IMDb
1691,shot southern california desert using patent faux documentary style watkins creates film like,1,IMDb
1692,one peter watkins accessible films,1,IMDb
1693,advise look,1,IMDb
1694,wont regret,1,IMDb
1695,highly recommended,1,IMDb
1696,well keep thinking bad,0,IMDb
1697,mediocre miserable hollow laughable predictable piece garbage,0,IMDb
1698,case bad laughable,0,IMDb
1699,bad performance plays angela bennett computer expert home time,0,IMDb
1700,film nothing pretext show ridiculous action scenes,0,IMDb
1701,awful,0,IMDb
1702,still bad actress repeating robotic face moves pictures,0,IMDb
1703,results well shame,0,IMDb
1704,delete film mind,0,IMDb
1705,one worst shows time,0,IMDb
1706,show would begin smart ass ed comments would totally wall uncalled,0,IMDb
1707,fat computer geek unbelievable bible thumper badass girl actors,0,IMDb
1708,never heard except cole totally unbelievable part,0,IMDb
1709,every time opened mouth expect hear see kids pulling plug mercy killing horrible show,0,IMDb
1710,stories unbelievable actors,0,IMDb
1711,lame would best way describe,0,IMDb
1712,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility,1,IMDb
1713,success film depends casting sydney greenstreet alexander yardley character,1,IMDb
1714,attractive set used throughout film eyepleasing gem,1,IMDb
1715,im big fan rpg games movie disgrace selfrespecting rpger,0,IMDb
1716,lines cuts audio everything wrong,0,IMDb
1717,find better movies youtube,0,IMDb
1718,top line dont waste time money one bad comes,0,IMDb
1719,lassie movie put sleep forever,0,IMDb
1720,thats id describe painfully dreary timewaster film,0,IMDb
1721,mediocre every aspect becomes dull uninteresting mess one forgettable movies ive seen,0,IMDb
1722,isnt even achievement sobaditsgood sobaditsmemorable movie,0,IMDb
1723,empty hollow shell movie,0,IMDb
1724,seriously worth wasting kids time,0,IMDb
1725,avoid avoid avoid,0,IMDb
1726,drive barking mad,0,IMDb
1727,transfers good,1,IMDb
1728,nice relaxing late night viewing,1,IMDb
1729,movie full wonderful dancing hence title,1,IMDb
1730,great music terrific scenery,1,IMDb
1731,handles tough issues dignity grace course shocking spoiler,1,IMDb
1732,happy wonderful feel good ending,1,IMDb
1733,point journey journey touches every member family,1,IMDb
1734,one movies need see whenever comes tvnever mind fact already memorized,1,IMDb
1735,nothing new,0,IMDb
1736,done second movie,0,IMDb
1737,movie almost action scenes little comedy,0,IMDb
1738,plot holes pair fishnet stockings direction editing astonishingly ham fisted,0,IMDb
1739,earth irons film,0,IMDb
1740,saw film recommend,1,IMDb
1741,good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good,1,IMDb
1742,good film indeed great unconditional love,1,IMDb
1743,tom wilkinsons character man prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel characters anguish suffering,1,IMDb
1744,emily watsons character strong give quick glance understand everything,1,IMDb
1745,despite pans reviewers liked movie,1,IMDb
1746,fact liked better interview vampire liked lestat stuart townsend better cruises attempt,1,IMDb
1747,aailiyah pretty good akasha places compelling first entrance mini dance scene,1,IMDb
1748,im big fan series mostly due anne rices style sensitivities treatments,1,IMDb
1749,guess liked details dysfunctionhe believable,1,IMDb
1750,football scenes end perplexing,0,IMDb
1751,thought acting skilled,1,IMDb
1752,meredith better right,1,IMDb
1753,charming film wonderful sentiment heart,1,IMDb
1754,rare filmmaker takes time tell worthy moral tale care love doesnt fall trap overly syrupy indulgent,1,IMDb
1755,nine ten truly lovely film,1,IMDb
1756,early film future goremeister lucio fulci good addition giallo subgenre,1,IMDb
1757,one best italian thrillers early,1,IMDb
1758,standout scene,1,IMDb
1759,scene strong unpleasant,0,IMDb
1760,technically film well made impressive camerawork solid acting effective music riz ortolani particularly good recurring unaccompanied female vocal sounds like coming distant hill,1,IMDb
1761,still wild stuff though highly recommended fans giallo cinema,1,IMDb
1762,movie interesting beginning end,1,IMDb
1763,liked way dustin hoffmans character ready everything stay son,1,IMDb
1764,movie also revealing,1,IMDb
1765,personally think shows people learn find compromise self without involving people issue,1,IMDb
1766,boring,0,IMDb
1767,tired clichs lazy writing come thick fast,0,IMDb
1768,ps scene movie cool central character finds room blown,1,IMDb
1769,fresh subtle rather sublime effect,1,IMDb
1770,italian reviewer called small great film thats right,1,IMDb
1771,actors give wonderful performance especially jennifer rubin jamie harris changes nervous starlet beginning strange events part cool star,1,IMDb
1772,learn lot real inside emotions people movie lot movie business,1,IMDb
1773,movie movie situations beginning game played acting coach fascinating,1,IMDb
1774,also music mark snow possibly best score ive ever heard,1,IMDb
1775,wont forget movie,1,IMDb
1776,film made,0,IMDb
1777,film ultracheap look,0,IMDb
1778,result film dont look right,0,IMDb
1779,none engaging exciting,0,IMDb
1780,plot nonsense doesnt interest slightest way uniqueness,0,IMDb
1781,foreigner worth one second time,0,IMDb
1782,saw child tv back stranger loved,1,IMDb
1783,duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronauts biggest fear crashed ussr,1,IMDb
1784,movie awesome,1,IMDb
1785,loved really scary,1,IMDb
1786,love scream movies horror movies one ranks way,1,IMDb
1787,want real scare rent one,1,IMDb
1788,,1,IMDb
1789,extraordinary film,1,IMDb
1790,courtroom drama compelling indictment american justice system frightening,1,IMDb
1791,film highlights fundamental flaws legal process discovering guilt innocence rather presents better court,1,IMDb
1792,film well paced understated one best courtroom documentaries ive seen,1,IMDb
1793,mostly routine factbased tv drama gets boost fine performance cole,1,IMDb
1794,predictable bad watch,1,IMDb
1795,clear range ability pull part,1,IMDb
1796,carries movie well,1,IMDb
1797,constantine gives everything right intensity seems good understanding underlying psychological motivations,1,IMDb
1798,wonderful inspiring watch hope gets released video dvd,1,IMDb
